rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank.1,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk, adjt,TeamID
177,Winthrop,BSth,23-9,104.30145682977366,138,105.15161527416323,240,0.4766778755853807,177,23,9,14,2,14-2,0.4085072682641081,0.4873647033770815,0.3323043840695852,0.4085072682641081,0.4873647033770815,0.3323043840695852,0.8836552020757074,0.816693504343002,100.72211706899436,102.73635639677676,100.72211706899436,102.73635639677676,103.7549083216235,105.32691834466426,108.03443546763144,109.19322220178188,0.4693651308857749,2,0.1513507346908439,1195.0,1099.0,1106.4375,1.0800429305767385,0.9932779754843812,0,0.875,-3.2621813917147726,104,4,68.34815788172011,1457
178,Oakland,Horz,20-12,102.4634571143808,171,103.3389561362975,207,0.4755584140252539,178,20,12,12,7,12-7,0.4000080024274837,0.5594968703315207,0.3204535210168037,0.4000080024274837,0.5594968703315207,0.3204535210168037,0.8770326481508228,0.7625102113595997,101.45649143502996,104.93418651023131,101.45649143502996,104.93418651023131,103.49418028800235,104.70610537131051,109.49410148898124,108.0574607361868,0.5378988767086837,4,0.0495087197411244,1418.0,1330.0,1310.6625,1.081895606229674,1.0147539889178183,0,0.631578947368421,-6.129071334728048,154,71,67.70296938280858,1324
179,Southern Utah,BSky,23-12,104.96818126415138,121,105.93991304906284,256,0.4735321948770758,179,23,12,14,6,14-6,0.3736349323482828,0.439784866407045,0.2987297268228222,0.3736349323482828,0.439784866407045,0.2987297268228222,0.8932032973747657,0.8203573588843682,100.30047237209668,104.51082637023904,100.30047237209668,104.51082637023904,106.18092848507786,107.85307633126914,82.43875027224223,100.34750904799552,0.0944294630410142,3,0.0544508099623562,1582.0,1457.0,1403.0499999999995,1.127543565803072,1.0384519439791884,0,0.7,-6.537374469831753,163,64,68.33845096266411,1381
180,Fordham,A10,16-16,93.13582637638568,332,94.09886380108964,37,0.4704591875687121,180,16,16,8,10,8-10,0.5006945628309066,0.3714465653416013,0.5619132974825791,0.5006945628309066,0.3714465653416013,0.5619132974825791,0.8402032852899811,0.8867592639873451,103.24986709057228,103.34640326947924,103.24986709057228,103.34640326947924,93.23184986486535,94.1909625139392,86.74844654347872,90.73620977363744,0.3735877215221374,6,0.0184162980324137,1128.0,1189.0,1226.6375,0.9195870825732948,0.969316525868482,0,0.4444444444444444,-8.40120021048471,198,132,67.75487480959691,1200
181,Cal St. Fullerton,BW,21-11,101.95533232927036,179,103.11978604733832,201,0.4673964342256889,181,21,11,12,5,12-5,0.4075758043419418,0.3698758700641322,0.3932827290183316,0.4075758043419418,0.3698758700641322,0.3932827290183316,0.8809575714489852,0.871870035231667,100.2780056203888,102.69250019835172,100.2780056203888,102.69250019835172,101.71171227515404,104.33701618052892,100.62661235528655,100.37130886653291,0.5073030180743879,2,0.0953544033336837,1183.0,1136.0,1139.7625,1.0379355348153672,0.9966988736688565,0,0.7058823529411765,-5.0475684187833805,136,19,66.01646026727086,1168
182,UNC Greensboro,SC,17-15,100.03115390698076,222,101.17800293510768,149,0.4672727369026673,182,17,15,9,9,9-9,0.4743505767546532,0.4091998600702561,0.5222391489879536,0.4743505767546532,0.4091998600702561,0.5222391489879536,0.8592128748319385,0.850503456754355,104.24951514631246,104.42737268292576,104.24951514631246,104.42737268292576,101.12855891353324,99.64368442223616,90.82306365639144,90.4513766948407,0.5117876905848397,2,0.0300559067318052,1178.0,1173.0,1138.375,1.0348083891512023,1.0304161633907982,0,0.5,-7.348655511004944,178,100,62.32117791077732,1422
183,Cornell,Ivy,15-11,103.05863506740914,161,104.30072216469596,229,0.4656113394926356,183,15,11,7,7,7-7,0.3988730221948462,0.3760744264027835,0.3992019489198157,0.3988730221948462,0.3760744264027835,0.3992019489198157,0.8792154364763838,0.8424139888404043,101.2224678222135,104.06371288407009,101.2224678222135,104.06371288407009,100.6672666875405,103.29890329302798,96.95538592581195,104.09903339513188,0.3062828695756348,2,0.0069239816429971,1037.0,1040.0,1021.1625,1.01550928476124,1.0184471129717356,0,0.5,-6.314041680674869,158,163,71.97074559950674,1165
184,Bryant,NEC,22-10,102.86516984450584,165,104.1288562194224,223,0.4649537150549488,184,22,10,16,2,16-2,0.315823868207112,0.4417457037531127,0.2370850918918723,0.315823868207112,0.4417457037531127,0.2370850918918723,0.9069347134621576,0.8116481867489482,97.97675722113716,105.65112324472068,97.97675722113716,105.65112324472068,105.59980797634744,105.11829882722824,97.67963746931744,120.64013724879332,0.0810721865263964,2,0.0309968566490524,1411.0,1260.0,1274.2375,1.107328892769205,0.9888266512326,0,0.8888888888888888,-4.791372747726541,131,98,72.27835812330744,1136
185,Bellarmine,ASun,20-13,107.96910300016472,70,109.31105786960973,303,0.4645462845557798,185,20,13,11,5,11-5,0.4267343297962212,0.4886918598915902,0.3565142636353651,0.4267343297962212,0.4886918598915902,0.3565142636353651,0.833707558444127,0.7124873200567156,103.86990074701856,103.12906788348162,103.86990074701856,103.12906788348162,107.84461688204046,108.77876518890692,100.85874441020614,103.74738861889642,0.4195216812840668,6,0.0609343452811094,1129.0,1079.0,1014.1375000000002,1.1132612688121677,1.0639582896796538,0,0.6875,-5.584615824764764,145,55,62.28939195483405,1468
186,Wright St.,Horz,22-14,104.80519879984595,124,106.22972871223416,258,0.4612634875231241,186,22,14,15,7,15-7,0.3761830004898742,0.4526421707998682,0.3042535697817921,0.3761830004898742,0.4526421707998682,0.3042535697817921,0.8987789029898665,0.8447762590328336,100.70429821552752,105.50233453447846,100.70429821552752,105.50233453447846,107.007245442496,108.4878394966588,88.76810746101654,102.24550518349076,0.1644452626537847,2,0.018734038716152,1692.0,1534.0,1493.775,1.1327007079379423,1.02692841960804,0,0.6818181818181818,-8.396395282409603,197,130,68.7714009329626,1460
187,Long Beach St.,BW,20-13,101.46991787736386,191,102.9589059449046,197,0.4582159477418869,187,20,13,14,3,14-3,0.4699973075609228,0.5634438359591631,0.3921952708967438,0.4699973075609228,0.5634438359591631,0.3921952708967438,0.8368113390859122,0.7217577683646909,102.28638039154905,101.77200345145326,102.28638039154905,101.77200345145326,101.48564063201472,100.52915762962408,95.7138293634349,103.3566147759362,0.2924615724496498,5,0.1024548485709228,1256.0,1147.0,1204.2624999999998,1.042961978804455,0.952450151026043,0,0.8235294117647058,-4.925788628724384,135,15,71.061205826543,1253
188,Oral Roberts,Sum,19-12,108.06975509141604,69,109.6807261927873,312,0.4575616752164097,188,19,12,13,6,13-6,0.3731068351003716,0.4141127199475158,0.3419674970525022,0.3731068351003716,0.4141127199475158,0.3419674970525022,0.8883913527436884,0.8291864271836928,102.36349061280325,106.20622398821594,102.36349061280325,106.20622398821594,108.8830373380867,108.8999601758158,112.0854399316424,113.42750598133684,0.4658336917409816,2,0.0179094402597994,1619.0,1481.0,1384.15,1.169670917169382,1.0699707401654446,0,0.6842105263157895,-6.8162223252258425,169,135,70.2428158267542,1331
189,Navy,Pat,21-11,94.19719214602094,321,95.60473857921365,50,0.4574610500129897,189,21,11,12,6,12-6,0.35420001822094,0.5281277095520593,0.2475701813489938,0.35420001822094,0.5281277095520593,0.2475701813489938,0.8989005905568548,0.8077140766472279,100.08631792763332,106.12949737962252,100.08631792763332,106.12949737962252,92.54776406438867,95.1425709691993,122.17172794897522,108.01636688233914,0.8047367179419581,3,0.0491363311517522,1143.0,1058.0,1156.5624999999998,0.9882734396109162,0.91477978924615,0,0.6666666666666666,-6.005249557578861,151,74,64.77972664617707,1298
190,Florida Gulf Coast,ASun,22-12,104.74098402455212,125,106.35050422848562,263,0.4562688515261081,190,22,12,10,6,10-6,0.3658508090945594,0.3364878644285941,0.3832151150078076,0.3658508090945594,0.3364878644285941,0.3832151150078076,0.9145122025078944,0.9147135893571496,100.39878692187794,104.83041956901737,100.39878692187794,104.83041956901737,103.33645639815124,105.65807303738384,118.40638247492564,119.10730059628118,0.4830378432447578,1,0.0460354881048005,1229.0,1198.0,1157.225,1.0620233748838817,1.0352351530601225,0,0.625,-6.6806858248634695,165,79,70.08659889755127,1195
191,Charlotte,CUSA,17-14,104.70284044808494,127,106.40746103277596,265,0.4537033245946519,191,17,14,10,8,10-8,0.485405711888247,0.5137060302931887,0.474783923779514,0.485405711888247,0.5137060302931887,0.474783923779514,0.8603621169677851,0.8315652320234951,102.15574864905396,102.64011159244806,102.15574864905396,102.64011159244806,103.25212230253246,106.03294589693348,111.51649555588892,113.88185562344586,0.4399478028371453,3,0.0644773539807644,1233.0,1249.0,1187.625,1.0382065045784654,1.0516787706557205,0,0.5555555555555556,-7.422684116412885,179,50,65.423922060832,1150
192,Massachusetts,A10,15-17,110.91433292475224,35,112.80640081999032,343,0.4515222713012661,192,15,17,7,11,7-11,0.5457103853165228,0.4652752122357289,0.5924270701418745,0.5457103853165228,0.4652752122357289,0.5924270701418745,0.8352392511805222,0.8952146845427532,101.65078629114744,99.596942332982,101.65078629114744,99.596942332982,107.29929374904884,111.82067058558556,110.08575600106036,112.8898962836549,0.4281842835869188,4,0.0419524432765108,1296.0,1399.0,1257.125,1.0309237347121407,1.112856716714726,0,0.3888888888888889,-9.043226053141938,209,83,69.05988257266317,1269
193,Georgia,SEC,6-26,106.94958530105048,84,108.78933430933466,296,0.4511213453480643,193,6,26,1,17,1-17,0.688707025776426,0.5112213098599051,0.8108011876734328,0.688707025776426,0.5112213098599051,0.8108011876734328,0.7231832779542968,0.8669214599260134,105.59873701115686,97.04499381663548,105.59873701115686,97.04499381663548,111.21297277951732,109.81396601283188,127.3887955768482,121.1855953544856,0.6397056068425013,13,-0.1146579702644823,1274.0,1484.0,1263.6375,1.008200532193766,1.1743874331048263,0,0.0555555555555555,-13.72583952041012,291,349,68.76069566643602,1208
194,Weber St.,BSky,21-12,101.33365749477758,193,103.16027789042724,203,0.4488172769532959,194,21,12,13,7,13-7,0.3485591001057962,0.4200585101488225,0.3011477825653283,0.3485591001057962,0.4200585101488225,0.3011477825653283,0.9192221764372248,0.8769368816665127,100.68003461130886,106.18345155537216,100.68003461130886,106.18345155537216,102.1533822439433,102.28707546335734,100.97999677035678,114.40481722648995,0.1922527132592531,1,0.0267247156547412,1552.0,1417.0,1432.2999999999995,1.0835718773999865,0.9893178803323328,0,0.65,-7.697004798849696,184,111,69.5912957186231,1451
195,Pittsburgh,ACC,11-21,98.88370796312878,243,101.05627404746863,146,0.4378407445520497,195,11,21,6,14,6-14,0.6941357941224805,0.5564052691925487,0.7724825601889542,0.6941357941224805,0.5564052691925487,0.7724825601889542,0.7302547587317463,0.8449849613871457,107.97651840823008,99.10422003200394,107.97651840823008,99.10422003200394,102.57541311571056,102.21281194595994,104.35928002737155,106.25396518293891,0.4484551458329054,11,0.0564401377351801,1251.0,1405.0,1278.725,0.97831824669104,1.098750708713758,0,0.3,-8.945332111420534,207,60,63.97991642604429,1338
196,Norfolk St.,MEAC,24-7,100.70785584002336,209,102.94443922089488,196,0.4371825471764865,196,24,7,12,2,12-2,0.2635105656877609,0.3214392863294604,0.1860719666892233,0.2635105656877609,0.3214392863294604,0.1860719666892233,0.9176212484511638,0.8913795163143846,95.58716542740548,104.39470115314307,95.58716542740548,104.39470115314307,104.9495361648388,103.36627294809824,81.86128905815067,108.96177241909908,0.0359620915936908,2,0.088226916468782,1072.0,900.0,981.0,1.0927624872579,0.9174311926605504,0,0.8571428571428571,-3.055305815589781,98,24,66.92525119494044,1313
197,Texas Southern,SWAC,19-13,96.27967734967922,288,98.47390507678132,108,0.4355739530603371,197,19,13,13,5,13-5,0.370859922073887,0.6843935609563836,0.2055337713683627,0.370859922073887,0.6843935609563836,0.2055337713683627,0.8641274402452261,0.6812766876358023,98.73549443571534,104.09103366576208,98.73549443571534,104.09103366576208,96.52925713501246,100.59316719707832,100.89629171501592,95.1762446727807,0.6617655710189199,4,0.0247831216403744,1297.0,1169.0,1268.3249999999998,1.0226085585319222,0.9216880531409536,0,0.7222222222222222,-6.774292054686735,166,115,68.05409315705097,1411
198,Tarleton St.,WAC,14-17,99.30130207020149,235,101.57198153156128,160,0.4353627309803912,198,14,17,9,9,9-9,0.4529047434934614,0.4820605440264518,0.4318477764418572,0.4529047434934614,0.4820605440264518,0.4318477764418572,0.8247878705096537,0.7455251049502585,101.65157780652476,101.26989163708762,101.65157780652476,101.26989163708762,101.07515232212307,105.3925691336543,100.76137285889642,92.21695145822378,0.7347831709499703,3,-0.0536389864353931,1192.0,1220.0,1182.8,1.0077781535339871,1.031450794724383,0,0.5,-9.530735775327988,222,288,63.240658149793816,1470
199,Campbell,BSth,16-13,100.14889181070802,220,102.44185601576552,184,0.4352826135404817,199,16,13,8,8,8-8,0.3412159017423561,0.3385755582143647,0.3345438814422545,0.3412159017423561,0.3385755582143647,0.3345438814422545,0.902517210493678,0.8508492634811706,99.0056247080384,103.3717565144106,99.0056247080384,103.3717565144106,101.88134147063325,105.20504609503516,106.6174043065684,92.10049264117085,0.8433297077733394,2,-0.0515782622200511,1047.0,1016.0,1007.3375,1.0393735962376065,1.008599401888642,0,0.5,-8.798578312270191,202,285,62.22400255270902,1144
200,Old Dominion,CUSA,13-19,99.58464052262865,228,101.89579756981132,172,0.4344195658809925,200,13,19,8,10,8-10,0.4911679167383505,0.4551815690683404,0.51508483086188,0.4911679167383505,0.4551815690683404,0.51508483086188,0.8676822795311264,0.8841308709300251,102.53116097874074,102.32425302972857,102.53116097874074,102.32425302972857,102.0932320783434,101.00070709515332,102.66133087152684,116.73183715551671,0.1858652989011666,1,-0.0487010648934648,1227.0,1217.0,1198.825,1.02350217921715,1.0151606781640357,0,0.4444444444444444,-12.337123490973536,267,281,64.25837295776027,1330
201,Illinois St.,MVC,13-20,103.50793004772194,155,106.03014817098315,257,0.4312224612333907,201,13,20,5,13,5-13,0.4949512519827522,0.3536486378652449,0.5896762267918122,0.4949512519827522,0.3536486378652449,0.5896762267918122,0.84626720388269,0.8933895185789731,102.93567625721214,101.91777259244247,102.93567625721214,101.91777259244247,104.10160047233212,105.39903100974476,115.45702257363963,116.84584007738349,0.4656774073043681,2,-0.0710762982587697,1273.0,1321.0,1243.3750000000002,1.0238262792801849,1.0624308836835226,0,0.2777777777777778,-12.384855055270108,268,311,68.11794621239612,1229
202,UMKC,Sum,19-12,100.43796429831696,216,103.01746484292664,198,0.4276072871599565,202,19,12,12,6,12-6,0.3424048393284021,0.3314324205778502,0.346955512249756,0.3424048393284021,0.3314324205778502,0.346955512249756,0.9006834485106822,0.8696721869814584,102.55671120748462,107.25391196427393,102.55671120748462,107.25391196427393,100.69977565393386,102.92513551679866,89.04304505841563,97.93318098427451,0.2507899940431966,1,0.0148758565901164,1344.0,1307.0,1256.5125,1.069627242068821,1.0401806587678195,0,0.6666666666666666,-7.341640993815373,177,140,67.3163617718053,1282
203,Arkansas St.,SB,18-11,97.9560796510292,259,100.5300037584092,137,0.4259790594078104,203,18,11,8,7,8-7,0.4023363130656877,0.3224441213663461,0.4601277517932449,0.4023363130656877,0.3224441213663461,0.4601277517932449,0.8787379686225342,0.8544195143889936,101.02686156951091,102.80659118611888,101.02686156951091,102.80659118611888,97.76701772930107,99.92217012611852,97.00484630486874,106.4415437017906,0.2558592680859091,2,0.0772095414969452,1020.0,1013.0,1036.9625,0.983642127849368,0.9768916426582448,0,0.5333333333333333,-5.863384100802171,149,34,68.17869331632282,1117
204,Indiana St.,MVC,11-20,98.63181519031082,250,101.58618567072202,161,0.4159534553780401,204,11,20,4,14,4-14,0.5030654983251496,0.3766436814798042,0.5913379893940678,0.5030654983251496,0.3766436814798042,0.5913379893940678,0.8292739959475708,0.8498524226756855,103.87851539381651,101.26535615439155,103.87851539381651,101.26535615439155,99.30954993712986,101.70675770798732,108.7610467880341,109.35517086045832,0.4843427281094,3,-0.0853802912397544,1221.0,1346.0,1277.4375000000002,0.9558197563481576,1.0536719017564458,0,0.2222222222222222,-12.261698050093893,266,329,69.45268097657258,1232
205,Troy,SB,20-12,97.25930881036116,272,100.21283950442827,132,0.4148309626059653,205,20,12,10,6,10-6,0.4101871971405474,0.3338513020493452,0.4682190251673531,0.4101871971405474,0.3338513020493452,0.4682190251673531,0.8931235730177921,0.8958368669765111,100.7011551216431,102.85794595823825,100.7011551216431,102.85794595823825,100.71241725251993,98.3219764073788,69.37341872561454,104.86030006531604,0.0085694961442308,1,0.1077169701562087,1063.0,1032.0,1065.6125000000002,0.997548358338514,0.9684571080012668,0,0.625,-5.802851914219209,147,11,67.0766578177945,1407
206,Nicholls St.,Slnd,21-12,99.55561846752978,229,102.70775774713437,189,0.4113303200208971,206,21,12,11,3,11-3,0.3197526010312695,0.3886734678373884,0.1982310797963667,0.3197526010312695,0.3886734678373884,0.1982310797963667,0.8690407263178523,0.8015961310087425,100.56036952767138,106.3919233688596,100.56036952767138,106.3919233688596,99.47489009470142,103.85227320391286,101.41871209516664,95.91408071120192,0.6551501530113952,5,0.0147465871365067,1102.0,1015.0,1028.125,1.071854103343465,0.9872340425531916,0,0.7857142857142857,-5.815069451974651,148,141,69.75862784189133,1311
207,Valparaiso,MVC,14-18,102.1067258009286,176,105.36509648329724,245,0.4106576020780813,207,14,18,6,12,6-12,0.4950777628177846,0.3563062424895373,0.5919146027964882,0.4950777628177846,0.3563062424895373,0.5919146027964882,0.8524941630322045,0.9140947328360656,102.95354092997222,101.99138065525864,102.95354092997222,101.99138065525864,102.83907293493075,107.85186085700376,114.71015991989329,97.8284773818992,0.861847258586834,1,-0.0118672777535437,1227.0,1340.0,1220.55,1.0052845028880424,1.0978657162754497,0,0.3333333333333333,-10.793031674376058,238,200,65.17634723564613,1434
208,Loyola Marymount,WCC,11-18,105.1249313375302,119,108.48775991687252,291,0.4104487136960569,208,11,18,3,12,3-12,0.5694029873216,0.5184778029898823,0.6177294715683679,0.5694029873216,0.5184778029898823,0.6177294715683679,0.7909782242690853,0.8575207937001862,104.34183900852304,99.94403623245336,104.34183900852304,99.94403623245336,106.99873948185709,112.48975081401042,115.67102698568723,123.936044147869,0.3113794937807146,4,0.0073962321428657,1039.0,1174.0,1013.9,1.0247558930861032,1.1579051188480127,0,0.2,-9.427923498547711,217,162,65.8316488926732,1258
209,UC Davis,BW,13-11,97.4444969275705,269,100.68258686784374,141,0.4071079476376672,209,14,10,6,6,6-6,0.3383562717345051,0.3126603275204534,0.3591755330148408,0.3383562717345051,0.3126603275204534,0.3591755330148408,0.92417342088209,0.9142593911833208,99.49082407852684,104.7625860464026,99.49082407852684,104.7625860464026,100.01199200797362,103.99070818135124,99.8617041703798,84.39378055752847,0.8738419964784662,1,-0.0502981614418442,812.0,803.0,796.475,1.019492137229668,1.0081923475313097,0,0.5,-8.05294767670314,189,284,67.27461255441888,1413
210,Purdue Fort Wayne,Horz,21-12,99.06629312734812,241,102.37661589887004,183,0.4066107300843139,210,21,12,15,6,15-6,0.3314511771315175,0.2777900596413407,0.3337185567454175,0.3314511771315175,0.2777900596413407,0.3337185567454175,0.9278706180962332,0.9342342133358704,100.10272250265936,106.68220053943568,100.10272250265936,106.68220053943568,101.2772916121949,101.21956187871562,0.0,0.0,0.0,0,0.0413550848144897,1545.0,1442.0,1459.925,1.0582735414490472,0.9877219720191106,0,0.7142857142857143,0.0,63,84,68.26362401244991,1236
211,Niagara,MAAC,14-16,98.43078744759868,253,101.8111673424428,171,0.4041239941461108,211,14,16,9,11,9-11,0.4276255282436528,0.4217917148703077,0.4271505892227004,0.4276255282436528,0.4217917148703077,0.4271505892227004,0.8802786747800097,0.8319973989731761,101.06302200626804,103.04199608098102,101.06302200626804,103.04199608098102,97.96726269194892,103.07903332646694,101.52218631479374,95.55016649473184,0.6675663238103782,2,-0.0183143096320983,1329.0,1339.0,1336.3874999999998,0.9944720374891266,1.0019548970639132,0,0.45,-10.479795570829085,234,214,64.33813368090073,1310
212,Fairfield,MAAC,15-18,99.4316884143582,231,103.05276686548568,199,0.3985864435593155,212,15,18,8,12,8-12,0.3971040407872344,0.328531809645824,0.4276935435637076,0.3971040407872344,0.328531809645824,0.4276935435637076,0.897747305307997,0.8944947239606773,99.9277451229806,103.67993062086306,99.9277451229806,103.67993062086306,99.57791709020356,103.74552488174687,104.2675889561476,95.12373111066162,0.7418285050877077,1,-0.0639680316510191,1294.0,1329.0,1304.9374999999998,0.99161837252742,1.0184395804396764,0,0.4,-12.68894844550704,274,306,64.26323111897737,1193
213,UNC Asheville,BSth,17-15,101.33145000122964,194,105.10871400441286,239,0.3963059232002759,213,17,15,8,8,8-8,0.3624957556488626,0.3847953950133563,0.3434573837297438,0.3624957556488626,0.3847953950133563,0.3434573837297438,0.8983411267720223,0.8517026452908107,100.40763635368266,104.42197582283524,100.40763635368266,104.42197582283524,100.2808738868761,103.82945843809196,103.69716570126842,111.4550315475026,0.3037119221985262,2,-0.0297876555595079,1171.0,1112.0,1126.0625,1.0399067547316423,0.9875117944163844,0,0.5,-9.441061086921898,218,242,66.51855347144392,1421
214,Harvard,Ivy,13-13,97.0221853618004,275,100.66999437648217,140,0.3954539857428146,214,13,13,5,9,5-9,0.3602526020429246,0.3033604877838821,0.4090172714078181,0.3602526020429246,0.3033604877838821,0.4090172714078181,0.917579514088827,0.9284235152057077,100.44236430038838,104.72657566871725,100.44236430038838,104.72657566871725,97.13566403732328,102.2280773565379,0.0,0.0,0.0,0,-0.0636556224011732,945.0,981.0,959.9125,0.9844647298581904,1.0219681481385023,0,0.3571428571428571,-9.490481454212809,221,304,67.15852904391036,1217
215,South Dakota,Sum,19-12,103.47943788702848,157,107.498862503394,277,0.3921617517566975,215,19,12,11,7,11-7,0.3584331629390483,0.3286421298379948,0.3508155502198222,0.3584331629390483,0.3286421298379948,0.3508155502198222,0.910426796508526,0.911230223730913,102.3343040705979,107.57875594464284,102.3343040705979,107.57875594464284,106.7866927669933,109.07721064401515,0.0,0.0,0.0,0,0.0530355253867278,1395.0,1320.0,1214.7625,1.1483726242784082,1.0866321606075262,0,0.6111111111111112,-7.570810286355661,181,66,65.76573743202708,1377
216,Oregon St.,P12,3-28,105.31604106439848,114,109.41684839317811,305,0.3919101319502159,216,3,28,1,19,1-19,0.696689756681479,0.5775510185637682,0.7525734733626104,0.696689756681479,0.5775510185637682,0.7525734733626104,0.7269092236057841,0.8172178305253551,106.392205048367,97.5170557189264,106.392205048367,97.5170557189264,107.44330023005732,111.56145414153582,114.30457014660432,113.94426343859828,0.5090757867392098,10,-0.1507822151411972,1365.0,1634.0,1372.4875,0.994544576908715,1.1905390759478685,0,0.05,-16.15195526658843,320,357,66.66121122824788,1333
217,James Madison,CAA,15-14,102.23563465782952,175,106.30216428829534,260,0.3897028235788177,217,15,14,6,12,6-12,0.4742535852480054,0.4355268640161108,0.4979199148897187,0.4742535852480054,0.4355268640161108,0.4979199148897187,0.876901883727092,0.8879262647475947,102.74400784793386,102.45906489020204,102.74400784793386,102.45906489020204,104.91253073747808,111.41358404190277,101.85121908877518,98.28497182170386,0.601059761636927,1,0.0719148332277166,1334.0,1426.0,1269.1375000000005,1.0511075435088788,1.1235977189232842,0,0.3333333333333333,-8.32240883215031,195,38,68.98093489611823,1241
218,Northern Colorado,BSky,22-16,106.87699325249156,88,111.14976001402913,334,0.3891708384641067,218,23,15,13,7,13-7,0.3787667317633939,0.4623191823978607,0.3069916478238096,0.3787667317633939,0.4623191823978607,0.3069916478238096,0.8802368909177369,0.7639207728693931,101.32892498954506,104.6037739167339,101.32892498954506,104.6037739167339,107.97264337870207,112.82450997765208,106.9403109882698,106.4485004807624,0.5132493047950826,4,0.0470354358654601,1629.0,1568.0,1436.75,1.1338089437967636,1.0913520097442144,0,0.65,-8.95357362335359,208,78,69.34604915708381,1294
219,Cal Baptist,WAC,18-16,98.13547037583042,257,102.16677818373438,176,0.3862830687130006,219,18,16,7,11,7-11,0.3916083781764047,0.2945771698625062,0.4455114126150365,0.3916083781764047,0.2945771698625062,0.4455114126150365,0.8722169588589946,0.8650868259634209,99.88558597812192,103.25690740552704,99.88558597812192,103.25690740552704,100.42073265401368,103.02658758482508,88.9683565547711,95.32534482573912,0.3113807532747094,2,-0.0153487592436547,1252.0,1249.0,1251.6375,1.000289620597018,0.9978927604837662,0,0.3888888888888889,-9.058002096431602,210,209,67.26460802860556,1465
220,Penn,Ivy,12-16,105.20504284482467,117,109.62389652410825,311,0.3838691258685502,220,12,16,9,5,9-5,0.5196555963001476,0.6351285094584737,0.4106410242690562,0.5196555963001476,0.6351285094584737,0.4106410242690562,0.8288309687128343,0.739639069730946,102.44598269683036,101.73572235865554,102.44598269683036,101.73572235865554,105.61135094658324,108.74936273133063,134.71662694778786,140.75080122084728,0.3766244430613133,3,0.0479848524386779,1058.0,1049.0,993.9875000000002,1.0643997032155834,1.0553452633961693,0,0.6428571428571429,-8.84835017586922,205,75,67.94826115313707,1335
221,San Diego,WCC,15-16,95.99700842079712,292,100.09355650871362,129,0.3821186520463715,221,15,16,7,9,7-9,0.5036136743533326,0.3841433068617012,0.612617611988888,0.5036136743533326,0.3841433068617012,0.612617611988888,0.8137877333327548,0.8801146057842499,103.38447836477918,101.20093124114092,103.38447836477918,101.20093124114092,98.07314974315474,100.69716609594492,99.18414188378772,108.73495455768862,0.2578344813450173,6,0.0640075459001355,1047.0,1162.0,1101.6249999999998,0.9504141608986726,1.0548054011119938,0,0.4375,-7.820907225713066,186,51,65.71564766451353,1360
222,George Washington,A10,12-18,98.88026304156612,244,103.1185140224077,200,0.3816272967530641,222,12,18,8,9,8-9,0.5164756306502274,0.4162636284689174,0.5910343003865276,0.5164756306502274,0.4162636284689174,0.5910343003865276,0.8441889226599736,0.8907818147137568,102.39073602304197,101.73074399200378,102.39073602304197,101.73074399200378,102.32320615544909,104.467569706621,94.06028741165024,113.22966092831513,0.1059262140082269,3,0.0082526040223342,1182.0,1253.0,1193.825,0.9900948631499592,1.0495675664356166,0,0.4705882352941176,-10.885680000659828,240,159,69.0473538614407,1203
223,Rider,MAAC,14-19,98.64083604317628,249,102.93978494634136,195,0.3797576478645303,223,14,19,8,12,8-12,0.4160099969128597,0.3651507801446088,0.4295409577800981,0.4160099969128597,0.3651507801446088,0.4295409577800981,0.8941787992072977,0.8863161841447875,100.13521300994952,103.31049851401276,100.13521300994952,103.31049851401276,98.24895721997656,103.2462579338929,0.0,0.0,0.0,0,-0.0556408192494608,1345.0,1378.0,1368.75,0.982648401826484,1.00675799086758,0,0.4,-13.393887321272912,283,290,67.03531871034974,1351
224,Detroit Mercy,Horz,14-16,105.7075726963741,105,110.42222868600082,324,0.3771173660403888,224,14,16,10,7,10-7,0.4095521041635486,0.5188339847296719,0.3475632136341369,0.4095521041635486,0.5188339847296719,0.3475632136341369,0.8803396651062447,0.796941274746378,100.6491307450932,104.2809911471567,100.6491307450932,104.2809911471567,105.0750558329667,106.18867156199067,113.4636664856074,117.1571308160682,0.408931633204552,1,-0.0098014453093969,1194.0,1142.0,1104.9125,1.0806285565599087,1.0335660063579697,0,0.5882352941176471,0.0,58,196,64.92249357357748,1178
